id_buku,judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
BK00760,Panduan Praktik Keperawatan Komprehensif,"Latif Pangestu, Saka Habibi",Nuha Medika,2016,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang residensi dan pembelajaran klinik lanjutan, etika dan profesionalisme keperawatan, serta praktik klinik keperawatan profesional. Membantu pembaca membangun pemahaman konseptual maupun praktis.","profesi ners, praktik klinis ners, keperawatan komprehensif, evidence based practice",Indonesia,Fisik,130,978-1-84335-670-7,7
BK00761,Profesi Ners: Praktik Klinis Lanjutan,"dr. Margana Habibi, Carla Santoso",Andi Publisher,2014,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai kompetensi ners dalam asuhan pasien, praktik klinik keperawatan profesional, serta penerapan evidence-based practice. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","praktik klinis ners, evidence based practice, residensi keperawatan, keperawatan komprehensif",Indonesia,E-book,529,978-1-56350-200-2,9999
BK00762,Panduan Praktik Keperawatan Berbasis Bukti,Mitra Sinaga,Deepublish,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","praktik klinis ners, residensi keperawatan, kompetensi ners, keperawatan lanjutan",Indonesia,E-book,242,978-1-74916-247-1,9999
BK00763,Praktik Klinik Ners: Praktik Klinis Lanjutan,Juli Sihombing,Gramedia Pustaka Utama,2023,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami penerapan evidence-based practice, praktik klinik keperawatan profesional, serta residensi dan pembelajaran klinik lanjutan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","residensi keperawatan, kompetensi ners, keperawatan komprehensif, profesi ners",Indonesia,Fisik,222,978-0-08-255598-8,7
BK00764,Modul Profesi Ners,"dr. Gilda Yulianti, Fathonah Padmasari",Elex Media Komputindo,2022,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari residensi dan pembelajaran klinik lanjutan, penerapan evidence-based practice, serta praktik klinik keperawatan profesional. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan komprehensif, residensi keperawatan, kompetensi ners, keperawatan lanjutan",Inggris,Fisik,256,978-0-12-910933-4,1
BK00765,Panduan Praktik Residensi Keperawatan,"Melinda Januar, S.Pt",Kencana Prenada,2023,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang praktik klinik keperawatan profesional, kompetensi ners dalam asuhan pasien, serta residensi dan pembelajaran klinik lanjutan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","profesi ners, praktik klinis ners, keperawatan lanjutan, kompetensi ners",Indonesia,Fisik,124,978-1-7382023-6-2,0
BK00766,Pembelajaran Klinik Profesi Ners Edisi Terbaru,H. Dono Purwanti,Andi Publisher,2007,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang praktik klinik keperawatan profesional, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","residensi keperawatan, kompetensi ners, profesi ners, evidence based practice",Indonesia,Fisik,525,978-1-71617-688-3,3
BK00767,Panduan Praktik Profesi Ners,"Dt. Caturangga Rahimah, S.T.",Nuha Medika,2006,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, kompetensi ners dalam asuhan pasien, serta residensi dan pembelajaran klinik lanjutan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","praktik klinis ners, keperawatan komprehensif, keperawatan lanjutan, kompetensi ners",Indonesia,E-book,123,978-1-09-036788-4,9999
BK00768,Kompetensi Keperawatan Komprehensif,Catur Farida,Bumi Aksara,2017,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai kompetensi ners dalam asuhan pasien, etika dan profesionalisme keperawatan, serta residensi dan pembelajaran klinik lanjutan. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","evidence based practice, praktik klinis ners, profesi ners, keperawatan lanjutan",Inggris,E-book,447,978-1-69432-029-2,9999
BK00769,Kompetensi Praktik Klinik Ners,Lega Anggriawan,UI Press,2020,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang penerapan evidence-based practice, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","praktik klinis ners, evidence based practice, profesi ners, residensi keperawatan",Indonesia,E-book,506,978-1-4344-8123-8,9999
BK00770,Panduan Praktik Praktik Klinik Ners Edisi Revisi,Kasusra Prakasa,Pustaka Pelajar,2016,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, penerapan evidence-based practice, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan lanjutan, residensi keperawatan, evidence based practice, profesi ners",Indonesia,Fisik,273,978-0-242-40338-8,7
BK00771,Pembelajaran Klinik Keperawatan Komprehensif Edisi Ke-2,"Abyasa Yulianti, Siti Suartini",Salemba Empat,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang penerapan evidence-based practice, residensi dan pembelajaran klinik lanjutan, serta kompetensi ners dalam asuhan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","residensi keperawatan, keperawatan komprehensif, kompetensi ners, evidence based practice",Inggris,Fisik,132,978-1-184-26945-2,2
BK00772,Modul Keperawatan Komprehensif,"Luis Anggriawan, dr. Gawati Setiawan, S.E.",Pustaka Pelajar,2017,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang etika dan profesionalisme keperawatan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan lanjutan, kompetensi ners, praktik klinis ners, evidence based practice",Indonesia,Fisik,292,978-0-89164-983-0,3
BK00773,Modul Praktik Klinik Ners Edisi Ke-3,"Dr. Gawati Simbolon, S.T., Laksana Usamah",Andi Publisher,2008,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini membahas secara mendalam tentang residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan komprehensif, evidence based practice, keperawatan lanjutan, kompetensi ners",Indonesia,E-book,364,978-0-7365-2717-0,9999
BK00774,Kompetensi Keperawatan Komprehensif,Jagaraga Nashiruddin,Rajawali Pers,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari penerapan evidence-based practice, kompetensi ners dalam asuhan pasien, serta residensi dan pembelajaran klinik lanjutan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","praktik klinis ners, keperawatan komprehensif, kompetensi ners, profesi ners",Indonesia,E-book,264,978-0-9724042-2-8,9999
BK00775,Keperawatan Komprehensif: Praktik Klinis Lanjutan,"drg. Silvia Sudiati, S.Kom",Pustaka Pelajar,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","profesi ners, keperawatan lanjutan, keperawatan komprehensif, residensi keperawatan",Indonesia,E-book,294,978-0-16-376182-6,9999
BK00776,Kompetensi Keperawatan Komprehensif,"Umi Budiman, M.Ak",Rajawali Pers,2015,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang kompetensi ners dalam asuhan pasien, residensi dan pembelajaran klinik lanjutan, serta penerapan evidence-based practice. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","evidence based practice, praktik klinis ners, keperawatan lanjutan, kompetensi ners",Inggris,Fisik,439,978-1-60100-231-0,5
BK00777,Pembelajaran Klinik Praktik Klinik Ners,Dinda Utami,Pustaka Pelajar,2006,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","kompetensi ners, residensi keperawatan, profesi ners, keperawatan komprehensif",Indonesia,Fisik,444,978-0-18-513279-6,0
BK00778,Keperawatan Berbasis Bukti: Praktik Klinis Lanjutan,"Yulia Marpaung, Julia Kuswandari",Rajawali Pers,2024,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai etika dan profesionalisme keperawatan, kompetensi ners dalam asuhan pasien, serta penerapan evidence-based practice. Membantu pembaca membangun pemahaman konseptual maupun praktis.","residensi keperawatan, keperawatan lanjutan, keperawatan komprehensif, kompetensi ners",Indonesia,E-book,151,978-0-08-481001-6,9999
BK00779,Pembelajaran Klinik Keperawatan Berbasis Bukti,T. Baktiono Melani,Informatika Bandung,2005,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari penerapan evidence-based practice, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan komprehensif, kompetensi ners, profesi ners, residensi keperawatan",Indonesia,Fisik,358,978-0-03-036625-3,2
BK00780,Modul Keperawatan Berbasis Bukti Edisi Terbaru,"Edison Prasetyo, S.Sos",Graha Ilmu,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai kompetensi ners dalam asuhan pasien, residensi dan pembelajaran klinik lanjutan, serta etika dan profesionalisme keperawatan. Membantu pembaca membangun pemahaman konseptual maupun praktis.","profesi ners, residensi keperawatan, keperawatan komprehensif, kompetensi ners",Indonesia,Fisik,146,978-1-213-14519-1,5
BK00781,Keperawatan Komprehensif: Praktik Klinis Lanjutan,Devi Tarihoran,Graha Ilmu,2014,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini dirancang sebagai panduan untuk memahami residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta etika dan profesionalisme keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","evidence based practice, profesi ners, keperawatan komprehensif, residensi keperawatan",Indonesia,E-book,148,978-0-922685-92-9,9999
BK00782,Modul Profesi Ners,"Irwan Maryadi, S.Pd, Tgk. Kamaria Jailani",Graha Ilmu,2018,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari praktik klinik keperawatan profesional, penerapan evidence-based practice, serta kompetensi ners dalam asuhan pasien. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","profesi ners, evidence based practice, praktik klinis ners, kompetensi ners",Indonesia,Fisik,325,978-1-5410-2252-2,8
BK00783,Pembelajaran Klinik Praktik Klinik Ners,Melinda Kuswandari,Erlangga,2012,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari residensi dan pembelajaran klinik lanjutan, kompetensi ners dalam asuhan pasien, serta praktik klinik keperawatan profesional. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","praktik klinis ners, evidence based practice, profesi ners, keperawatan lanjutan",Indonesia,Fisik,449,978-0-9642152-2-1,3
BK00784,Panduan Praktik Profesi Ners Edisi Ke-2,"dr. Garan Simanjuntak, M.Kom.",Bumi Aksara,2021,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang penerapan evidence-based practice, residensi dan pembelajaran klinik lanjutan, serta etika dan profesionalisme keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","keperawatan lanjutan, praktik klinis ners, evidence based practice, residensi keperawatan",Inggris,Fisik,462,978-1-69523-668-4,6
BK00785,Panduan Praktik Keperawatan Komprehensif,"Paulin Nasyidah, Patricia Nasyiah",Salemba Empat,2011,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini menyajikan kajian komprehensif mengenai praktik klinik keperawatan profesional, penerapan evidence-based practice, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","evidence based practice, keperawatan komprehensif, profesi ners, residensi keperawatan",Indonesia,E-book,501,978-1-196-89313-3,9999
BK00786,Keperawatan Berbasis Bukti: Praktik Klinis Lanjutan,Ade Putra,Bumi Aksara,2008,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari penerapan evidence-based practice, kompetensi ners dalam asuhan pasien, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan lanjutan, praktik klinis ners, evidence based practice, residensi keperawatan",Inggris,Fisik,348,978-1-872105-52-9,8
BK00787,Pengantar Desain Grafis Edisi Revisi,Michelle Megantara,Alfabeta,2012,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini memberikan pemahaman menyeluruh tentang proses kreatif desain grafis, strategi branding melalui visual, serta estetika dalam karya seni rupa. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","layout, seni rupa, branding, tipografi",Indonesia,E-book,132,978-0-330-21260-1,9999
BK00788,Dasar-Dasar Tipografi,"Lintang Wahyudin, S.Gz",Bumi Aksara,2020,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini menyajikan kajian komprehensif mengenai ilustrasi dan komposisi gambar, estetika dalam karya seni rupa, serta strategi branding melalui visual. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","seni rupa, ilustrasi, branding, tipografi",Indonesia,Fisik,435,978-0-7920-2521-4,1
BK00789,Dasar-Dasar Branding Visual Edisi Revisi,Bahuwarna Budiman,Elex Media Komputindo,2011,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini membahas secara mendalam tentang estetika dalam karya seni rupa, proses kreatif desain grafis, serta prinsip visual dan tipografi. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","desain grafis, tipografi, ilustrasi, desain komunikasi visual",Inggris,E-book,310,978-0-272-84765-7,9999
BK00790,Desain Komunikasi Visual: Konsep dan Praktik,"Violet Yuliarti, Amalia Suwarno, S.IP",Deepublish,2020,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini membahas secara mendalam tentang strategi branding melalui visual, ilustrasi dan komposisi gambar, serta prinsip visual dan tipografi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","desain grafis, layout, tipografi, seni rupa",Indonesia,Fisik,164,978-0-09-282066-3,3
BK00791,Kreativitas dalam Branding Visual,"Warta Hasanah, M.Pd, Yance Rajata, M.Farm",Pustaka Pelajar,2006,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini memberikan pemahaman menyeluruh tentang proses kreatif desain grafis, prinsip visual dan tipografi, serta estetika dalam karya seni rupa. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","desain komunikasi visual, ilustrasi, desain grafis, seni rupa",Inggris,Fisik,331,978-0-624-18623-6,2
BK00792,Kreativitas dalam Desain Grafis,Raina Hakim,Nuha Medika,2012,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini mengulas berbagai aspek penting dari proses kreatif desain grafis, strategi branding melalui visual, serta prinsip visual dan tipografi. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tipografi, branding, layout, ilustrasi",Indonesia,E-book,142,978-1-289-17756-0,9999
BK00793,Kreativitas dalam Desain Komunikasi Visual,"drg. Eli Habibi, S.I.Kom",UI Press,2010,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini memberikan pemahaman menyeluruh tentang prinsip visual dan tipografi, strategi branding melalui visual, serta proses kreatif desain grafis. Membantu pembaca membangun pemahaman konseptual maupun praktis.","branding, desain grafis, tipografi, desain komunikasi visual",Indonesia,E-book,402,978-0-411-15950-4,9999
