,id_transaksi,id_user,id_buku,tanggal_pinjam,tanggal_kembali_rencana,tanggal_kembali_aktual,status,lama_waktu_pinjam(hari),judul,pengarang,penerbit,tahun_terbit,fakultas_terkait,prodi_terkait,kategori,sinopsis,tags,bahasa,jenis_koleksi,jumlah_halaman,isbn,stok
846,TRX002267,USR00366,BK00826,2023-05-16,2023-05-30,2023-06-03,Terlambat,18.0,Pengantar Tipografi Edisi Ke-3,Karman Rajasa,Erlangga,2024,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini menyajikan kajian komprehensif mengenai proses kreatif desain grafis, prinsip visual dan tipografi, serta strategi branding melalui visual. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","tipografi, ilustrasi, seni rupa, branding",Indonesia,Fisik,189,978-0-908088-23-2,0
847,TRX002272,USR00226,BK01287,2023-05-29,2023-06-12,2023-06-18,Terlambat,20.0,Media Sosial dan Masyarakat di Era Digital,Cinthia Irawan,Alfabeta,2007,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Komunikasi & Media,"Buku ini memberikan pemahaman menyeluruh tentang dinamika komunikasi massa, strategi media dan publikasi, serta pengaruh media sosial terhadap opini publik. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","komunikasi interpersonal, komunikasi massa, jurnalistik, public relations",Indonesia,Fisik,532,978-1-06-557820-8,1
848,TRX002274,USR00112,BK00438,2023-10-06,2023-10-20,2023-10-21,Terlambat,15.0,Dasar-Dasar Manajemen Logistik,Taswir Maulana,Informatika Bandung,2005,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini dirancang sebagai panduan untuk memahami optimalisasi jaringan logistik, pengendalian persediaan barang, serta keselamatan dan kesehatan kerja industri. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","analisis beban kerja, rantai pasok, manajemen persediaan, ergonomi",Indonesia,Fisik,341,978-0-644-74212-2,6
849,TRX002276,USR00177,BK00738,2024-10-24,2024-11-07,2024-11-12,Terlambat,19.0,Pembelajaran Klinik Profesi Ners,"Drs. Gasti Rahayu, Indah Mahendra",Gramedia Pustaka Utama,2014,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari etika dan profesionalisme keperawatan, praktik klinik keperawatan profesional, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","residensi keperawatan, profesi ners, praktik klinis ners, kompetensi ners",Indonesia,Fisik,208,978-0-8446-2671-0,3
850,TRX002277,USR00135,BK01270,2024-11-06,2024-11-20,2024-11-25,Terlambat,19.0,Dasar-Dasar Komunikasi Interpersonal,"Drs. Icha Situmorang, S.E.I",Gramedia Pustaka Utama,2013,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Komunikasi & Media,"Buku ini dirancang sebagai panduan untuk memahami pengaruh media sosial terhadap opini publik, jurnalisme di era digital, serta hubungan masyarakat dan citra publik. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","broadcasting, media sosial, komunikasi massa, media digital",Inggris,E-book,396,978-1-944391-64-5,9999
851,TRX002280,USR00120,BK01205,2024-11-29,2024-12-13,2024-12-18,Terlambat,19.0,Dasar-Dasar Psikologi Kepribadian,"dr. Damu Namaga, M.Ak, Xanana Marpaung",Deepublish,2019,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini menyajikan kajian komprehensif mengenai perkembangan kepribadian individu, gangguan psikologis dan penanganannya, serta perilaku dan proses mental manusia. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","kesehatan mental, kepribadian, psikologi, psikoterapi",Indonesia,Fisik,312,978-1-71136-337-0,3
852,TRX002284,USR00192,BK00853,2025-07-06,2025-07-20,2025-07-22,Terlambat,16.0,Dasar-Dasar Branding Visual,Hj. Icha Pradana,Deepublish,2016,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini mengulas berbagai aspek penting dari estetika dalam karya seni rupa, strategi branding melalui visual, serta prinsip visual dan tipografi. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","ilustrasi, desain komunikasi visual, desain grafis, layout",Inggris,Fisik,399,978-0-11-457758-2,4
853,TRX002286,USR00198,BK00624,2023-04-16,2023-04-30,2023-05-03,Terlambat,17.0,Farmasetika Klinis,Hairyanto Pertiwi,Nuha Medika,2015,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Farmakologi & Kefarmasian,"Buku ini memberikan pemahaman menyeluruh tentang pelayanan kefarmasian klinis, formulasi sediaan farmasi, serta efek samping dan dosis obat. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","obat, kimia farmasi, farmakologi, formulasi obat",Indonesia,E-book,489,978-0-8215-4544-7,9999
854,TRX002289,USR00353,BK00490,2025-01-26,2025-02-09,2025-02-11,Terlambat,16.0,Konsep Dasar Keperawatan Anak,"Harjo Laksmiwati, Kasim Nasyiah",Salemba Empat,2016,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang penanganan kondisi darurat medis, prosedur klinis keperawatan, serta manajemen perawatan pasien. Membantu pembaca membangun pemahaman konseptual maupun praktis.","keperawatan, praktik klinis, keperawatan medikal bedah, keperawatan anak",Indonesia,Fisik,415,978-1-4601-5851-7,0
855,TRX002290,USR00275,BK00486,2025-05-09,2025-05-23,2025-05-24,Terlambat,15.0,Asuhan Keperawatan Jiwa Edisi Ke-3,"R. Enteng Halim, S.Sos",Gramedia Pustaka Utama,2015,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini menyajikan kajian komprehensif mengenai komunikasi terapeutik perawat, penanganan kondisi darurat medis, serta manajemen perawatan pasien. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","asuhan keperawatan, keperawatan medikal bedah, keperawatan anak, keperawatan gawat darurat",Indonesia,Fisik,533,978-1-04-427173-1,5
856,TRX002298,USR00046,BK00139,2024-10-23,2024-11-06,2024-11-11,Terlambat,19.0,Pengantar Keamanan Siber,Paiman Lailasari,UI Press,2017,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Jaringan & Keamanan Siber,"Buku ini memberikan pemahaman menyeluruh tentang sistem enkripsi, proteksi data digital, serta ancaman siber. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","firewall, protokol jaringan, hacking etis, kriptografi",Indonesia,E-book,222,978-1-895782-91-2,9999
857,TRX002299,USR00241,BK00922,2023-03-16,2023-03-30,2023-04-04,Terlambat,19.0,Dasar-Dasar Motion Graphic,R.M. Radika Hasanah,PT Grasindo,2022,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Fotografi & Multimedia,"Buku ini menyajikan kajian komprehensif mengenai desain media interaktif, teknik pengambilan gambar fotografi, serta produksi konten multimedia digital. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","editing visual, motion graphic, fotografi, multimedia",Inggris,Fisik,364,978-0-17-674124-2,3
858,TRX002303,USR00019,BK00393,2025-07-27,2025-08-10,2025-08-12,Terlambat,16.0,Tata Letak Pabrik: Teori dan Aplikasi,drg. Cemeti Nababan,Alfabeta,2024,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini memberikan pemahaman menyeluruh tentang perencanaan dan pengendalian produksi, optimalisasi proses produksi, serta manajemen kualitas dan produktivitas. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","teknik industri, tata letak pabrik, manajemen operasi, produktivitas",Indonesia,Fisik,405,978-1-01-367303-0,0
859,TRX002306,USR00052,BK00427,2024-11-25,2024-12-09,2024-12-13,Terlambat,18.0,Dasar-Dasar Keselamatan dan Kesehatan Kerja,Drs. Silvia Pangestu,Alfabeta,2005,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Ergonomi & Rantai Pasok,"Buku ini dirancang sebagai panduan untuk memahami analisis ergonomi tempat kerja, optimalisasi jaringan logistik, serta pengendalian persediaan barang. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","logistik, distribusi, k3, analisis beban kerja",Indonesia,Fisik,544,978-1-82629-251-0,7
860,TRX002308,USR00371,BK01202,2023-10-02,2023-10-16,2023-10-21,Terlambat,19.0,Dasar-Dasar Psikologi Kepribadian Edisi Revisi,Iriana Lazuardi,Erlangga,2010,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini membahas secara mendalam tentang intervensi psikoterapi klinis, perilaku dan proses mental manusia, serta gangguan psikologis dan penanganannya. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","psikologi sosial, kesehatan mental, perkembangan manusia, psikoterapi",Indonesia,Fisik,435,978-0-15-001418-8,8
861,TRX002310,USR00234,BK00800,2023-10-01,2023-10-15,2023-10-16,Terlambat,15.0,Desain Komunikasi Visual: Konsep dan Praktik,Cinta Hasanah,Pustaka Pelajar,2007,"Fakultas Sosial, Humaniora, & Seni",Desain Komunikasi Visual,Desain Komunikasi Visual & Ilustrasi,"Buku ini membahas secara mendalam tentang ilustrasi dan komposisi gambar, prinsip visual dan tipografi, serta proses kreatif desain grafis. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","desain komunikasi visual, desain grafis, ilustrasi, tipografi",Indonesia,E-book,167,978-0-421-49551-7,9999
862,TRX002315,USR00160,BK01203,2025-05-24,2025-06-07,2025-06-10,Terlambat,17.0,Pengantar Psikologi Perkembangan,T. Cagak Kuswoyo,Elex Media Komputindo,2005,"Fakultas Sosial, Humaniora, & Seni",Psikologi,Psikologi Umum & Klinis,"Buku ini memberikan pemahaman menyeluruh tentang perkembangan kepribadian individu, gangguan psikologis dan penanganannya, serta perilaku dan proses mental manusia. Membantu pembaca membangun pemahaman konseptual maupun praktis.","psikoterapi, psikologi sosial, psikologi klinis, psikologi",Indonesia,Fisik,135,978-0-09-001594-8,2
863,TRX002316,USR00105,BK00980,2025-05-14,2025-05-28,2025-06-01,Terlambat,18.0,Arsitektur Ruang Dalam: Konsep dan Aplikasi,"Yosef Winarsih, S.Sos",Bumi Aksara,2023,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini dirancang sebagai panduan untuk memahami konsep arsitektur ruang dalam modern, ergonomi dalam desain ruang, serta pemilihan material dan furnitur. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","material interior, furnitur, tata ruang, ergonomi ruang",Indonesia,Fisik,294,978-0-464-19785-0,4
864,TRX002319,USR00320,BK00786,2023-12-22,2024-01-05,2024-01-06,Terlambat,15.0,Keperawatan Berbasis Bukti: Praktik Klinis Lanjutan,Ade Putra,Bumi Aksara,2008,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini mengulas berbagai aspek penting dari penerapan evidence-based practice, kompetensi ners dalam asuhan pasien, serta residensi dan pembelajaran klinik lanjutan. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan lanjutan, praktik klinis ners, evidence based practice, residensi keperawatan",Inggris,Fisik,348,978-1-872105-52-9,8
865,TRX002323,USR00375,BK01324,2025-09-03,2025-09-17,2025-09-20,Terlambat,17.0,Strategi Jurnalistik Digital,Puti Yuliana Dongoran,PT Grasindo,2015,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini memberikan pemahaman menyeluruh tentang strategi konten media sosial, komunikasi digital dan audiens, serta jurnalisme online kontemporer. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","media digital, konten kreator, produksi berita, jurnalistik",Indonesia,E-book,139,978-0-7153-1234-6,9999
866,TRX002324,USR00326,BK00098,2025-01-11,2025-01-25,2025-01-28,Terlambat,17.0,Konsep Dasar Data Mining,Ian Kuswoyo,Deepublish,2007,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Kecerdasan Buatan & Data Science,"Buku ini dirancang sebagai panduan untuk memahami analisis data besar, pembelajaran mesin, serta otomatisasi cerdas. Membantu pembaca membangun pemahaman konseptual maupun praktis.","neural network, deep learning, big data, data mining",Indonesia,Fisik,457,978-0-8098-8516-9,5
867,TRX002325,USR00104,BK01364,2025-12-03,2025-12-17,2025-12-22,Terlambat,19.0,Media Sosial di Era Digital Edisi Terbaru,Hafshah Najmudin,Elex Media Komputindo,2018,"Fakultas Sosial, Humaniora, & Seni",Ilmu Komunikasi,Jurnalistik & Media Digital,"Buku ini memberikan pemahaman menyeluruh tentang komunikasi digital dan audiens, jurnalisme online kontemporer, serta strategi konten media sosial. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","jurnalistik, komunikasi digital, media digital, media sosial",Indonesia,Fisik,403,978-1-963259-42-1,1
868,TRX002326,USR00340,BK00656,2024-07-31,2024-08-14,2024-08-19,Terlambat,19.0,Pengantar Teknologi Sediaan Farmasi,"Upik Pangestu, S.Pt, Fitriani Widiastuti",Nuha Medika,2016,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini dirancang sebagai panduan untuk memahami pelayanan kefarmasian di rumah sakit, manajemen obat dan compounding, serta teknologi pembuatan sediaan obat. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","compounding obat, farmasi komunitas, pelayanan kefarmasian, farmasi rumah sakit",Indonesia,Fisik,547,978-1-959959-46-5,6
869,TRX002327,USR00199,BK00536,2024-01-24,2024-02-07,2024-02-12,Terlambat,19.0,Konsep Dasar Keperawatan Anak Edisi Ke-2,"Chandra Mardhiyah, Radika Nainggolan",Andi Publisher,2023,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini membahas secara mendalam tentang asuhan keperawatan pasien, komunikasi terapeutik perawat, serta prosedur klinis keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","praktik klinis, asuhan keperawatan, keperawatan anak, keperawatan medikal bedah",Inggris,E-book,200,978-1-71120-754-4,9999
870,TRX002330,USR00190,BK00693,2024-08-07,2024-08-21,2024-08-24,Terlambat,17.0,Pengantar Farmasi Rumah Sakit,"Aurora Hidayat, Hendra Sihombing",Salemba Empat,2011,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini mengulas berbagai aspek penting dari manajemen obat dan compounding, pelayanan kefarmasian di rumah sakit, serta praktik farmasi klinis pasien. Membantu pembaca membangun pemahaman konseptual maupun praktis.","sediaan farmasi, compounding obat, farmasi komunitas, pelayanan kefarmasian",Indonesia,Fisik,218,978-0-89241-956-2,6
871,TRX002332,USR00310,BK00485,2024-09-29,2024-10-13,2024-10-16,Terlambat,17.0,Panduan Keperawatan Dasar,"R.M. Umar Kusumo, S.E.",Nuha Medika,2005,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini mengulas berbagai aspek penting dari penanganan kondisi darurat medis, asuhan keperawatan pasien, serta prosedur klinis keperawatan. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","asuhan keperawatan, keperawatan medikal bedah, keperawatan anak, praktik klinis",Inggris,E-book,547,978-1-71746-542-9,9999
872,TRX002333,USR00101,BK00392,2024-05-15,2024-05-29,2024-06-05,Terlambat,21.0,Pengantar Perencanaan Produksi,Winda Mandasari,Alfabeta,2014,"Fakultas Sains, Teknologi, & Kesehatan",Teknik Industri,Teknik Industri & Manajemen Operasi,"Buku ini menyajikan kajian komprehensif mengenai perencanaan dan pengendalian produksi, optimalisasi proses produksi, serta efisiensi tata letak fasilitas pabrik. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","manajemen kualitas, six sigma, perencanaan produksi, manajemen operasi",Indonesia,E-book,350,978-1-05-120461-6,9999
873,TRX002335,USR00182,BK00510,2024-08-16,2024-08-30,2024-09-01,Terlambat,16.0,Konsep Dasar Keperawatan Jiwa,Kalim Budiman,Bumi Aksara,2011,"Fakultas Sains, Teknologi, & Kesehatan",Keperawatan,Keperawatan Klinis,"Buku ini dirancang sebagai panduan untuk memahami manajemen perawatan pasien, prosedur klinis keperawatan, serta asuhan keperawatan pasien. Menjadi rujukan penting dalam perkuliahan dan penelitian terkait.","keperawatan medikal bedah, praktik klinis, keperawatan anak, asuhan keperawatan",Indonesia,Fisik,436,978-0-254-31074-2,7
874,TRX002337,USR00091,BK01017,2024-03-16,2024-03-30,2024-04-01,Terlambat,16.0,Arsitektur Ruang Dalam: Konsep dan Aplikasi Edisi Ke-3,Hj. Raisa Hasanah,Erlangga,2018,"Fakultas Sosial, Humaniora, & Seni",Desain Interior,Desain Interior & Arsitektur Ruang,"Buku ini mengulas berbagai aspek penting dari ergonomi dalam desain ruang, perancangan tata ruang interior, serta pemilihan material dan furnitur. Membantu pembaca membangun pemahaman konseptual maupun praktis.","material interior, tata ruang, arsitektur ruang, pencahayaan ruang",Inggris,Fisik,219,978-1-69472-587-5,8
875,TRX002343,USR00320,BK00727,2024-08-21,2024-09-04,2024-09-11,Terlambat,21.0,Panduan Praktik Residensi Keperawatan,Karsana Suryono,Pustaka Pelajar,2024,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang praktik klinik keperawatan profesional, etika dan profesionalisme keperawatan, serta penerapan evidence-based practice. Disusun dengan bahasa yang mudah dipahami untuk kalangan akademik.","keperawatan lanjutan, praktik klinis ners, residensi keperawatan, evidence based practice",Indonesia,Fisik,223,978-0-86125-904-5,4
876,TRX002344,USR00269,BK00748,2025-08-09,2025-08-23,2025-08-30,Terlambat,21.0,Keperawatan Berbasis Bukti: Praktik Klinis Lanjutan,Ella Wulandari,Erlangga,2009,"Fakultas Sains, Teknologi, & Kesehatan",Profesi Ners,Keperawatan Profesi Ners,"Buku ini memberikan pemahaman menyeluruh tentang kompetensi ners dalam asuhan pasien, praktik klinik keperawatan profesional, serta penerapan evidence-based practice. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","residensi keperawatan, profesi ners, kompetensi ners, keperawatan komprehensif",Inggris,Fisik,175,978-0-15-285067-8,1
877,TRX002347,USR00107,BK00667,2023-04-29,2023-05-13,2023-05-14,Terlambat,15.0,Dasar Pelayanan Kefarmasian,"dr. Hamima Pudjiastuti, S.Pt",Graha Ilmu,2005,"Fakultas Sains, Teknologi, & Kesehatan",Farmasi,Teknologi Farmasi & Pelayanan Kefarmasian,"Buku ini membahas secara mendalam tentang manajemen obat dan compounding, standar pelayanan farmasi profesional, serta praktik farmasi klinis pasien. Dilengkapi dengan contoh kasus dan studi lapangan yang relevan.","sediaan farmasi, compounding obat, teknologi farmasi, pelayanan kefarmasian",Indonesia,Fisik,383,978-0-478-53907-3,7
878,TRX002349,USR00216,BK00055,2023-03-29,2023-04-12,2023-04-19,Terlambat,21.0,Algoritma dan Algoritma,"Hesti Samosir, M.Farm",Alfabeta,2017,"Fakultas Sains, Teknologi, & Kesehatan",Informatika,Pemrograman & Algoritma,"Buku ini mengulas berbagai aspek penting dari implementasi kode, efisiensi algoritma, serta pengembangan perangkat lunak. Cocok digunakan sebagai referensi utama bagi mahasiswa dan praktisi.","struktur data, kompleksitas, java, pemrograman",Indonesia,E-book,471,978-1-885685-57-5,9999
